pageid,ns,title,contentmodel,pagelanguage,pagelanguagehtmlcode,pagelanguagedir,touched,lastrevid,length,talkid,fullurl,editurl,canonicalurl,article_rating,watchers,redirect,new
71378612,0,Liliana Jadue,wikitext,en,en,ltr,2024-09-28T16:48:34Z,1218197818,3716,71378700.0,https://en.wikipedia.org/wiki/Liliana_Jadue,https://en.wikipedia.org/w/index.php?title=Liliana_Jadue&action=edit,https://en.wikipedia.org/wiki/Liliana_Jadue,Start,,,
54904572,0,Loreto Silva,wikitext,en,en,ltr,2024-10-05T14:38:31Z,1235451028,3575,54904858.0,https://en.wikipedia.org/wiki/Loreto_Silva,https://en.wikipedia.org/w/index.php?title=Loreto_Silva&action=edit,https://en.wikipedia.org/wiki/Loreto_Silva,Start,,,
69898625,0,Luis Palacios Rossini,wikitext,en,en,ltr,2024-10-05T14:42:43Z,1240166225,2997,73193007.0,https://en.wikipedia.org/wiki/Luis_Palacios_Rossini,https://en.wikipedia.org/w/index.php?title=Luis_Palacios_Rossini&action=edit,https://en.wikipedia.org/wiki/Luis_Palacios_Rossini,Stub,,,
68418264,0,Manuel Antonio Tocornal,wikitext,en,en,ltr,2024-10-12T10:32:30Z,1246583701,1812,68418276.0,https://en.wikipedia.org/wiki/Manuel_Antonio_Tocornal,https://en.wikipedia.org/w/index.php?title=Manuel_Antonio_Tocornal&action=edit,https://en.wikipedia.org/wiki/Manuel_Antonio_Tocornal,Stub,,,
65695934,0,Manuel Ossa Ruiz,wikitext,en,en,ltr,2024-10-11T16:51:36Z,1197442605,3464,65696010.0,https://en.wikipedia.org/wiki/Manuel_Ossa_Ruiz,https://en.wikipedia.org/w/index.php?title=Manuel_Ossa_Ruiz&action=edit,https://en.wikipedia.org/wiki/Manuel_Ossa_Ruiz,Start,,,
75947506,0,Mario Ríos Santander,wikitext,en,en,ltr,2024-10-05T14:43:47Z,1246582411,4072,75963340.0,https://en.wikipedia.org/wiki/Mario_R%C3%ADos_Santander,https://en.wikipedia.org/w/index.php?title=Mario_R%C3%ADos_Santander&action=edit,https://en.wikipedia.org/wiki/Mario_R%C3%ADos_Santander,Stub,,,
71025373,0,María Silvia Correa Marín,wikitext,en,en,ltr,2024-10-05T14:42:56Z,1233099485,4569,71025500.0,https://en.wikipedia.org/wiki/Mar%C3%ADa_Silvia_Correa_Mar%C3%ADn,https://en.wikipedia.org/w/index.php?title=Mar%C3%ADa_Silvia_Correa_Mar%C3%ADn&action=edit,https://en.wikipedia.org/wiki/Mar%C3%ADa_Silvia_Correa_Mar%C3%ADn,Start,,,
75795012,0,Miguel Otero Lathrop,wikitext,en,en,ltr,2024-10-05T14:43:46Z,1246581884,3808,75795351.0,https://en.wikipedia.org/wiki/Miguel_Otero_Lathrop,https://en.wikipedia.org/w/index.php?title=Miguel_Otero_Lathrop&action=edit,https://en.wikipedia.org/wiki/Miguel_Otero_Lathrop,Stub,,,
67623068,0,Miguel Schweitzer Walters,wikitext,en,en,ltr,2024-09-28T16:48:30Z,1233099801,5682,67623179.0,https://en.wikipedia.org/wiki/Miguel_Schweitzer_Walters,https://en.wikipedia.org/w/index.php?title=Miguel_Schweitzer_Walters&action=edit,https://en.wikipedia.org/wiki/Miguel_Schweitzer_Walters,Start,,,
75917312,0,Pablo Prieto,wikitext,en,en,ltr,2024-10-05T14:43:47Z,1246582394,3451,75970831.0,https://en.wikipedia.org/wiki/Pablo_Prieto,https://en.wikipedia.org/w/index.php?title=Pablo_Prieto&action=edit,https://en.wikipedia.org/wiki/Pablo_Prieto,Stub,,,
36650990,0,Patricio Rey Sommer,wikitext,en,en,ltr,2024-09-28T16:48:09Z,1226080617,1713,36650991.0,https://en.wikipedia.org/wiki/Patricio_Rey_Sommer,https://en.wikipedia.org/w/index.php?title=Patricio_Rey_Sommer&action=edit,https://en.wikipedia.org/wiki/Patricio_Rey_Sommer,Stub,,,
43084632,0,Pedro Nolasco Cruz Vergara,wikitext,en,en,ltr,2024-10-12T10:27:27Z,1236685196,6857,43096920.0,https://en.wikipedia.org/wiki/Pedro_Nolasco_Cruz_Vergara,https://en.wikipedia.org/w/index.php?title=Pedro_Nolasco_Cruz_Vergara&action=edit,https://en.wikipedia.org/wiki/Pedro_Nolasco_Cruz_Vergara,C,,,
42703150,0,Ramón Vega Hidalgo,wikitext,en,en,ltr,2024-10-13T16:04:21Z,1193587402,2364,42725712.0,https://en.wikipedia.org/wiki/Ram%C3%B3n_Vega_Hidalgo,https://en.wikipedia.org/w/index.php?title=Ram%C3%B3n_Vega_Hidalgo&action=edit,https://en.wikipedia.org/wiki/Ram%C3%B3n_Vega_Hidalgo,Stub,,,
75976308,0,Ricardo Hormazábal,wikitext,en,en,ltr,2024-10-05T14:43:48Z,1241145426,3759,76024697.0,https://en.wikipedia.org/wiki/Ricardo_Hormaz%C3%A1bal,https://en.wikipedia.org/w/index.php?title=Ricardo_Hormaz%C3%A1bal&action=edit,https://en.wikipedia.org/wiki/Ricardo_Hormaz%C3%A1bal,Stub,,,
66779450,0,Roberto Poblete,wikitext,en,en,ltr,2024-10-13T20:08:57Z,1246286451,8488,66779618.0,https://en.wikipedia.org/wiki/Roberto_Poblete,https://en.wikipedia.org/w/index.php?title=Roberto_Poblete&action=edit,https://en.wikipedia.org/wiki/Roberto_Poblete,Start,,,
73945522,0,Roberto Thieme,wikitext,en,en,ltr,2024-10-13T16:08:43Z,1247033778,8699,73996889.0,https://en.wikipedia.org/wiki/Roberto_Thieme,https://en.wikipedia.org/w/index.php?title=Roberto_Thieme&action=edit,https://en.wikipedia.org/wiki/Roberto_Thieme,Start,,,
72875099,0,Rodrigo Mundaca,wikitext,en,en,ltr,2024-10-12T10:33:04Z,1234717906,2806,72936453.0,https://en.wikipedia.org/wiki/Rodrigo_Mundaca,https://en.wikipedia.org/w/index.php?title=Rodrigo_Mundaca&action=edit,https://en.wikipedia.org/wiki/Rodrigo_Mundaca,Stub,,,
75947620,0,Sergio Fernández Fernández,wikitext,en,en,ltr,2024-10-05T14:43:47Z,1246582974,4078,75963339.0,https://en.wikipedia.org/wiki/Sergio_Fern%C3%A1ndez_Fern%C3%A1ndez,https://en.wikipedia.org/w/index.php?title=Sergio_Fern%C3%A1ndez_Fern%C3%A1ndez&action=edit,https://en.wikipedia.org/wiki/Sergio_Fern%C3%A1ndez_Fern%C3%A1ndez,Stub,,,
522469,0,Sergio Ortega (composer),wikitext,en,en,ltr,2024-10-13T20:02:20Z,1224512179,9950,10543077.0,https://en.wikipedia.org/wiki/Sergio_Ortega_(composer),https://en.wikipedia.org/w/index.php?title=Sergio_Ortega_(composer)&action=edit,https://en.wikipedia.org/wiki/Sergio_Ortega_(composer),C,,,
75947701,0,Sergio Páez Verdugo,wikitext,en,en,ltr,2024-10-05T14:43:47Z,1233100674,2934,75970879.0,https://en.wikipedia.org/wiki/Sergio_P%C3%A1ez_Verdugo,https://en.wikipedia.org/w/index.php?title=Sergio_P%C3%A1ez_Verdugo&action=edit,https://en.wikipedia.org/wiki/Sergio_P%C3%A1ez_Verdugo,Stub,,,
34244975,0,Tancredo Pinochet,wikitext,en,en,ltr,2024-10-12T10:25:27Z,1246581910,3207,34253754.0,https://en.wikipedia.org/wiki/Tancredo_Pinochet,https://en.wikipedia.org/w/index.php?title=Tancredo_Pinochet&action=edit,https://en.wikipedia.org/wiki/Tancredo_Pinochet,Start,,,
76243973,0,Valentina Quiroga,wikitext,en,en,ltr,2024-10-13T23:01:41Z,1230256788,4379,76244252.0,https://en.wikipedia.org/wiki/Valentina_Quiroga,https://en.wikipedia.org/w/index.php?title=Valentina_Quiroga&action=edit,https://en.wikipedia.org/wiki/Valentina_Quiroga,Start,,,
68411798,0,Álvaro Covarrubias,wikitext,en,en,ltr,2024-10-12T10:32:30Z,1246583605,5420,68412088.0,https://en.wikipedia.org/wiki/%C3%81lvaro_Covarrubias,https://en.wikipedia.org/w/index.php?title=%C3%81lvaro_Covarrubias&action=edit,https://en.wikipedia.org/wiki/%C3%81lvaro_Covarrubias,Start,,,
70987747,0,Ángel Flisfisch,wikitext,en,en,ltr,2024-10-05T14:42:55Z,1238013543,4836,70987832.0,https://en.wikipedia.org/wiki/%C3%81ngel_Flisfisch,https://en.wikipedia.org/w/index.php?title=%C3%81ngel_Flisfisch&action=edit,https://en.wikipedia.org/wiki/%C3%81ngel_Flisfisch,Start,,,
74767569,0,Alejandro Corrales Escobar,wikitext,en,en,ltr,2024-10-05T14:43:34Z,1177713760,3925,74773974.0,https://en.wikipedia.org/wiki/Alejandro_Corrales_Escobar,https://en.wikipedia.org/w/index.php?title=Alejandro_Corrales_Escobar&action=edit,https://en.wikipedia.org/wiki/Alejandro_Corrales_Escobar,Stub,,,
42213841,0,Alfonso Dávila Ortiz,wikitext,en,en,ltr,2024-10-12T10:27:16Z,1170558228,11577,42317595.0,https://en.wikipedia.org/wiki/Alfonso_D%C3%A1vila_Ortiz,https://en.wikipedia.org/w/index.php?title=Alfonso_D%C3%A1vila_Ortiz&action=edit,https://en.wikipedia.org/wiki/Alfonso_D%C3%A1vila_Ortiz,C,,,
68169725,0,Alfredo Cuello Baute,wikitext,en,en,ltr,2024-09-27T02:31:45Z,1245229857,6845,68169891.0,https://en.wikipedia.org/wiki/Alfredo_Cuello_Baute,https://en.wikipedia.org/w/index.php?title=Alfredo_Cuello_Baute&action=edit,https://en.wikipedia.org/wiki/Alfredo_Cuello_Baute,Start,,,
72937270,0,Ana María Castañeda,wikitext,en,en,ltr,2024-10-05T14:43:15Z,1246254674,6032,72937325.0,https://en.wikipedia.org/wiki/Ana_Mar%C3%ADa_Casta%C3%B1eda,https://en.wikipedia.org/w/index.php?title=Ana_Mar%C3%ADa_Casta%C3%B1eda&action=edit,https://en.wikipedia.org/wiki/Ana_Mar%C3%ADa_Casta%C3%B1eda,Start,,,
73944817,0,Cao Lihuai,wikitext,en,en,ltr,2024-10-07T20:47:35Z,1240382229,8062,73973713.0,https://en.wikipedia.org/wiki/Cao_Lihuai,https://en.wikipedia.org/w/index.php?title=Cao_Lihuai&action=edit,https://en.wikipedia.org/wiki/Cao_Lihuai,C,,,
74053306,0,Carlos Fernando Galán,wikitext,en,en,ltr,2024-10-05T14:43:26Z,1245229831,11598,74053728.0,https://en.wikipedia.org/wiki/Carlos_Fernando_Gal%C3%A1n,https://en.wikipedia.org/w/index.php?title=Carlos_Fernando_Gal%C3%A1n&action=edit,https://en.wikipedia.org/wiki/Carlos_Fernando_Gal%C3%A1n,C,,,
69844330,0,Carlos Mario Álvarez,wikitext,en,en,ltr,2024-10-05T14:42:42Z,1245234693,2230,69844334.0,https://en.wikipedia.org/wiki/Carlos_Mario_%C3%81lvarez,https://en.wikipedia.org/w/index.php?title=Carlos_Mario_%C3%81lvarez&action=edit,https://en.wikipedia.org/wiki/Carlos_Mario_%C3%81lvarez,Stub,,,
155375,0,Chris Watson,wikitext,en,en,ltr,2024-10-13T14:07:27Z,1245997885,43590,339261.0,https://en.wikipedia.org/wiki/Chris_Watson,https://en.wikipedia.org/w/index.php?title=Chris_Watson&action=edit,https://en.wikipedia.org/wiki/Chris_Watson,FA,52.0,,
74053461,0,Claudio Galán Pachón,wikitext,en,en,ltr,2024-09-27T02:40:04Z,1245229882,3178,74113454.0,https://en.wikipedia.org/wiki/Claudio_Gal%C3%A1n_Pach%C3%B3n,https://en.wikipedia.org/w/index.php?title=Claudio_Gal%C3%A1n_Pach%C3%B3n&action=edit,https://en.wikipedia.org/wiki/Claudio_Gal%C3%A1n_Pach%C3%B3n,Stub,,,
76628721,0,Claudio Vicuña Subercaseaux,wikitext,en,en,ltr,2024-09-27T02:43:59Z,1240166459,7381,76629341.0,https://en.wikipedia.org/wiki/Claudio_Vicu%C3%B1a_Subercaseaux,https://en.wikipedia.org/w/index.php?title=Claudio_Vicu%C3%B1a_Subercaseaux&action=edit,https://en.wikipedia.org/wiki/Claudio_Vicu%C3%B1a_Subercaseaux,B,,,
36845713,0,Daniel García-Peña,wikitext,en,en,ltr,2024-10-12T10:26:05Z,1245233082,3874,36845723.0,https://en.wikipedia.org/wiki/Daniel_Garc%C3%ADa-Pe%C3%B1a,https://en.wikipedia.org/w/index.php?title=Daniel_Garc%C3%ADa-Pe%C3%B1a&action=edit,https://en.wikipedia.org/wiki/Daniel_Garc%C3%ADa-Pe%C3%B1a,Start,,,
67406554,0,Eduardo Enríquez Maya,wikitext,en,en,ltr,2024-09-27T02:30:33Z,1245233259,2613,67408637.0,https://en.wikipedia.org/wiki/Eduardo_Enr%C3%ADquez_Maya,https://en.wikipedia.org/w/index.php?title=Eduardo_Enr%C3%ADquez_Maya&action=edit,https://en.wikipedia.org/wiki/Eduardo_Enr%C3%ADquez_Maya,Stub,,,
73984553,0,Eduardo Wiesner Durán,wikitext,en,en,ltr,2024-09-27T02:39:58Z,1245236200,4372,73985116.0,https://en.wikipedia.org/wiki/Eduardo_Wiesner_Dur%C3%A1n,https://en.wikipedia.org/w/index.php?title=Eduardo_Wiesner_Dur%C3%A1n&action=edit,https://en.wikipedia.org/wiki/Eduardo_Wiesner_Dur%C3%A1n,Start,,,
72106591,0,Fu Wenhua,wikitext,en,en,ltr,2024-10-13T16:08:29Z,1240083184,4347,72165266.0,https://en.wikipedia.org/wiki/Fu_Wenhua,https://en.wikipedia.org/w/index.php?title=Fu_Wenhua&action=edit,https://en.wikipedia.org/wiki/Fu_Wenhua,Start,,,
68155591,0,Germán Blanco Álvarez,wikitext,en,en,ltr,2024-10-05T14:42:16Z,1245229792,4022,68158780.0,https://en.wikipedia.org/wiki/Germ%C3%A1n_Blanco_%C3%81lvarez,https://en.wikipedia.org/w/index.php?title=Germ%C3%A1n_Blanco_%C3%81lvarez&action=edit,https://en.wikipedia.org/wiki/Germ%C3%A1n_Blanco_%C3%81lvarez,Start,,,
65176243,0,Gloria María Borrero,wikitext,en,en,ltr,2024-10-12T10:31:59Z,1245229806,1042,65189811.0,https://en.wikipedia.org/wiki/Gloria_Mar%C3%ADa_Borrero,https://en.wikipedia.org/w/index.php?title=Gloria_Mar%C3%ADa_Borrero&action=edit,https://en.wikipedia.org/wiki/Gloria_Mar%C3%ADa_Borrero,Stub,,,
72133624,0,Gu Shu,wikitext,en,en,ltr,2024-10-13T20:09:21Z,1222977958,5558,72165834.0,https://en.wikipedia.org/wiki/Gu_Shu,https://en.wikipedia.org/w/index.php?title=Gu_Shu&action=edit,https://en.wikipedia.org/wiki/Gu_Shu,Start,,,
72049460,0,Hang Yihong,wikitext,en,en,ltr,2024-10-13T20:09:21Z,1117001263,3578,72054406.0,https://en.wikipedia.org/wiki/Hang_Yihong,https://en.wikipedia.org/w/index.php?title=Hang_Yihong&action=edit,https://en.wikipedia.org/wiki/Hang_Yihong,Stub,,,
72950033,0,Hao Hongjun,wikitext,en,en,ltr,2024-10-13T16:08:36Z,1182205038,5862,73062721.0,https://en.wikipedia.org/wiki/Hao_Hongjun,https://en.wikipedia.org/w/index.php?title=Hao_Hongjun&action=edit,https://en.wikipedia.org/wiki/Hao_Hongjun,C,,,
75957673,0,Hernán Vodanovic,wikitext,en,en,ltr,2024-10-05T14:43:48Z,1241138610,2445,75957702.0,https://en.wikipedia.org/wiki/Hern%C3%A1n_Vodanovic,https://en.wikipedia.org/w/index.php?title=Hern%C3%A1n_Vodanovic&action=edit,https://en.wikipedia.org/wiki/Hern%C3%A1n_Vodanovic,Stub,,,
76338367,0,Hoi Lai Fong,wikitext,en,en,ltr,2024-10-13T16:09:00Z,1222254128,2940,76383844.0,https://en.wikipedia.org/wiki/Hoi_Lai_Fong,https://en.wikipedia.org/w/index.php?title=Hoi_Lai_Fong&action=edit,https://en.wikipedia.org/wiki/Hoi_Lai_Fong,Stub,,,
72646293,0,Hu Fuming,wikitext,en,en,ltr,2024-10-13T20:09:23Z,1230177446,4919,72646302.0,https://en.wikipedia.org/wiki/Hu_Fuming,https://en.wikipedia.org/w/index.php?title=Hu_Fuming&action=edit,https://en.wikipedia.org/wiki/Hu_Fuming,Stub,,,
66799376,0,Iván Cepeda,wikitext,en,en,ltr,2024-10-12T10:32:15Z,1245233092,7257,66800049.0,https://en.wikipedia.org/wiki/Iv%C3%A1n_Cepeda,https://en.wikipedia.org/w/index.php?title=Iv%C3%A1n_Cepeda&action=edit,https://en.wikipedia.org/wiki/Iv%C3%A1n_Cepeda,Start,,,
68167306,0,Iván Darío Agudelo,wikitext,en,en,ltr,2024-09-27T02:31:45Z,1245229754,4372,68168862.0,https://en.wikipedia.org/wiki/Iv%C3%A1n_Dar%C3%ADo_Agudelo,https://en.wikipedia.org/w/index.php?title=Iv%C3%A1n_Dar%C3%ADo_Agudelo&action=edit,https://en.wikipedia.org/wiki/Iv%C3%A1n_Dar%C3%ADo_Agudelo,Start,,,
72949865,0,Jiao Xiaoping,wikitext,en,en,ltr,2024-10-13T16:08:36Z,1250403358,5839,73062767.0,https://en.wikipedia.org/wiki/Jiao_Xiaoping,https://en.wikipedia.org/w/index.php?title=Jiao_Xiaoping&action=edit,https://en.wikipedia.org/wiki/Jiao_Xiaoping,Start,,,
62502289,0,José Eusebio Caro,wikitext,en,en,ltr,2024-10-13T20:08:35Z,1216025693,1848,65360782.0,https://en.wikipedia.org/wiki/Jos%C3%A9_Eusebio_Caro,https://en.wikipedia.org/w/index.php?title=Jos%C3%A9_Eusebio_Caro&action=edit,https://en.wikipedia.org/wiki/Jos%C3%A9_Eusebio_Caro,Stub,,,
59174815,0,José Manuel Restrepo Abondano,wikitext,en,en,ltr,2024-10-12T10:30:44Z,1240223372,9645,59177729.0,https://en.wikipedia.org/wiki/Jos%C3%A9_Manuel_Restrepo_Abondano,https://en.wikipedia.org/w/index.php?title=Jos%C3%A9_Manuel_Restrepo_Abondano&action=edit,https://en.wikipedia.org/wiki/Jos%C3%A9_Manuel_Restrepo_Abondano,Start,,,
33234971,0,Juan Carlos Esguerra Portocarrero,wikitext,en,en,ltr,2024-10-12T10:25:13Z,1246255193,4158,33234986.0,https://en.wikipedia.org/wiki/Juan_Carlos_Esguerra_Portocarrero,https://en.wikipedia.org/w/index.php?title=Juan_Carlos_Esguerra_Portocarrero&action=edit,https://en.wikipedia.org/wiki/Juan_Carlos_Esguerra_Portocarrero,Stub,,,
50581484,0,Juan García del Río,wikitext,en,en,ltr,2024-10-12T10:28:57Z,1240176611,2796,50618911.0,https://en.wikipedia.org/wiki/Juan_Garc%C3%ADa_del_R%C3%ADo,https://en.wikipedia.org/w/index.php?title=Juan_Garc%C3%ADa_del_R%C3%ADo&action=edit,https://en.wikipedia.org/wiki/Juan_Garc%C3%ADa_del_R%C3%ADo,Stub,,,
73989449,0,Juan José Chaux Mosquera,wikitext,en,en,ltr,2024-10-12T10:33:11Z,1245229841,4708,74270159.0,https://en.wikipedia.org/wiki/Juan_Jos%C3%A9_Chaux_Mosquera,https://en.wikipedia.org/w/index.php?title=Juan_Jos%C3%A9_Chaux_Mosquera&action=edit,https://en.wikipedia.org/wiki/Juan_Jos%C3%A9_Chaux_Mosquera,Start,,,
39992268,0,Julio Arboleda Pombo,wikitext,en,en,ltr,2024-10-12T10:26:45Z,1245236501,2539,39992297.0,https://en.wikipedia.org/wiki/Julio_Arboleda_Pombo,https://en.wikipedia.org/w/index.php?title=Julio_Arboleda_Pombo&action=edit,https://en.wikipedia.org/wiki/Julio_Arboleda_Pombo,Start,,,
8755364,0,Justo Arosemena Quesada,wikitext,en,en,ltr,2024-10-13T20:03:42Z,1215952443,6001,9366694.0,https://en.wikipedia.org/wiki/Justo_Arosemena_Quesada,https://en.wikipedia.org/w/index.php?title=Justo_Arosemena_Quesada&action=edit,https://en.wikipedia.org/wiki/Justo_Arosemena_Quesada,Start,,,
76939400,0,Lin Shengzhong,wikitext,en,en,ltr,2024-09-27T02:44:16Z,1229515337,4557,76939565.0,https://en.wikipedia.org/wiki/Lin_Shengzhong,https://en.wikipedia.org/w/index.php?title=Lin_Shengzhong&action=edit,https://en.wikipedia.org/wiki/Lin_Shengzhong,Start,,,
70959346,0,Lu Feng (politician),wikitext,en,en,ltr,2024-10-13T16:08:21Z,1183319623,2582,70959355.0,https://en.wikipedia.org/wiki/Lu_Feng_(politician),https://en.wikipedia.org/w/index.php?title=Lu_Feng_(politician)&action=edit,https://en.wikipedia.org/wiki/Lu_Feng_(politician),Stub,,,
75184287,0,Lucy Inés García,wikitext,en,en,ltr,2024-09-28T16:48:36Z,1245229888,2947,75195133.0,https://en.wikipedia.org/wiki/Lucy_In%C3%A9s_Garc%C3%ADa,https://en.wikipedia.org/w/index.php?title=Lucy_In%C3%A9s_Garc%C3%ADa&action=edit,https://en.wikipedia.org/wiki/Lucy_In%C3%A9s_Garc%C3%ADa,Stub,,,
43251844,0,Luis Eduardo Díaz Granados,wikitext,en,en,ltr,2024-10-05T14:35:35Z,1245235873,1717,43263367.0,https://en.wikipedia.org/wiki/Luis_Eduardo_D%C3%ADaz_Granados,https://en.wikipedia.org/w/index.php?title=Luis_Eduardo_D%C3%ADaz_Granados&action=edit,https://en.wikipedia.org/wiki/Luis_Eduardo_D%C3%ADaz_Granados,Stub,,,
57721223,0,Manuel José Bonnet,wikitext,en,en,ltr,2024-10-13T16:06:18Z,1145659050,3929,57722595.0,https://en.wikipedia.org/wiki/Manuel_Jos%C3%A9_Bonnet,https://en.wikipedia.org/w/index.php?title=Manuel_Jos%C3%A9_Bonnet&action=edit,https://en.wikipedia.org/wiki/Manuel_Jos%C3%A9_Bonnet,Start,,,
43252134,0,Miguel Amín Escaf,wikitext,en,en,ltr,2024-10-05T14:35:35Z,1230172715,1767,43261890.0,https://en.wikipedia.org/wiki/Miguel_Am%C3%ADn_Escaf,https://en.wikipedia.org/w/index.php?title=Miguel_Am%C3%ADn_Escaf&action=edit,https://en.wikipedia.org/wiki/Miguel_Am%C3%ADn_Escaf,Stub,,,
61822519,0,Olga Duque de Ospina,wikitext,en,en,ltr,2024-10-12T10:31:17Z,1245229862,3536,61822536.0,https://en.wikipedia.org/wiki/Olga_Duque_de_Ospina,https://en.wikipedia.org/w/index.php?title=Olga_Duque_de_Ospina&action=edit,https://en.wikipedia.org/wiki/Olga_Duque_de_Ospina,Stub,,,
33147279,0,Rafael Francisco Amador Campos,wikitext,en,en,ltr,2024-10-05T14:33:09Z,1246254621,4491,33147321.0,https://en.wikipedia.org/wiki/Rafael_Francisco_Amador_Campos,https://en.wikipedia.org/w/index.php?title=Rafael_Francisco_Amador_Campos&action=edit,https://en.wikipedia.org/wiki/Rafael_Francisco_Amador_Campos,Stub,,,
33334075,0,Sergio Zarzar Andonie,wikitext,en,en,ltr,2024-09-28T16:48:06Z,1037723664,2475,33514576.0,https://en.wikipedia.org/wiki/Sergio_Zarzar_Andonie,https://en.wikipedia.org/w/index.php?title=Sergio_Zarzar_Andonie&action=edit,https://en.wikipedia.org/wiki/Sergio_Zarzar_Andonie,Start,,,
75292368,0,Shi Ping (politician),wikitext,en,en,ltr,2024-10-05T14:43:40Z,1247579845,6092,75451092.0,https://en.wikipedia.org/wiki/Shi_Ping_(politician),https://en.wikipedia.org/w/index.php?title=Shi_Ping_(politician)&action=edit,https://en.wikipedia.org/wiki/Shi_Ping_(politician),Start,,,
55214652,0,Vicky Colbert,wikitext,en,en,ltr,2024-10-12T10:29:57Z,1246254698,4732,55219677.0,https://en.wikipedia.org/wiki/Vicky_Colbert,https://en.wikipedia.org/w/index.php?title=Vicky_Colbert&action=edit,https://en.wikipedia.org/wiki/Vicky_Colbert,C,,,
72113960,0,Wang Liyan,wikitext,en,en,ltr,2024-10-13T16:08:29Z,1243521667,4092,72165973.0,https://en.wikipedia.org/wiki/Wang_Liyan,https://en.wikipedia.org/w/index.php?title=Wang_Liyan&action=edit,https://en.wikipedia.org/wiki/Wang_Liyan,Start,,,
71858987,0,"Wang Wei (politician, born 1974)",wikitext,en,en,ltr,2024-09-27T02:37:03Z,1112864760,2128,71859019.0,"https://en.wikipedia.org/wiki/Wang_Wei_(politician,_born_1974)","https://en.wikipedia.org/w/index.php?title=Wang_Wei_(politician,_born_1974)&action=edit","https://en.wikipedia.org/wiki/Wang_Wei_(politician,_born_1974)",Stub,,,
72113942,0,Wang Yonghong,wikitext,en,en,ltr,2024-10-13T16:08:29Z,1234882199,3947,72165977.0,https://en.wikipedia.org/wiki/Wang_Yonghong,https://en.wikipedia.org/w/index.php?title=Wang_Yonghong&action=edit,https://en.wikipedia.org/wiki/Wang_Yonghong,Start,,,
76330508,0,Wei Wenhui,wikitext,en,en,ltr,2024-10-13T16:09:00Z,1213106474,3519,76351818.0,https://en.wikipedia.org/wiki/Wei_Wenhui,https://en.wikipedia.org/w/index.php?title=Wei_Wenhui&action=edit,https://en.wikipedia.org/wiki/Wei_Wenhui,Stub,,,
77539062,0,Wilson Borja,wikitext,en,en,ltr,2024-10-05T14:44:07Z,1245233085,2449,77539073.0,https://en.wikipedia.org/wiki/Wilson_Borja,https://en.wikipedia.org/w/index.php?title=Wilson_Borja&action=edit,https://en.wikipedia.org/wiki/Wilson_Borja,Stub,,,
68162798,0,Yahir Acuña,wikitext,en,en,ltr,2024-10-05T14:42:16Z,1245229750,2540,68167257.0,https://en.wikipedia.org/wiki/Yahir_Acu%C3%B1a,https://en.wikipedia.org/w/index.php?title=Yahir_Acu%C3%B1a&action=edit,https://en.wikipedia.org/wiki/Yahir_Acu%C3%B1a,Stub,,,
71627579,0,Zhang Lin (general),wikitext,en,en,ltr,2024-10-13T16:08:26Z,1243512125,5154,71650810.0,https://en.wikipedia.org/wiki/Zhang_Lin_(general),https://en.wikipedia.org/w/index.php?title=Zhang_Lin_(general)&action=edit,https://en.wikipedia.org/wiki/Zhang_Lin_(general),Stub,,,
51488965,0,Antonio Ordóñez Plaja,wikitext,en,en,ltr,2024-09-21T14:23:14Z,1173626216,2684,51506488.0,https://en.wikipedia.org/wiki/Antonio_Ord%C3%B3%C3%B1ez_Plaja,https://en.wikipedia.org/w/index.php?title=Antonio_Ord%C3%B3%C3%B1ez_Plaja&action=edit,https://en.wikipedia.org/wiki/Antonio_Ord%C3%B3%C3%B1ez_Plaja,Stub,,,
70910588,0,Antonio Roldán Betancur,wikitext,en,en,ltr,2024-10-12T10:32:51Z,1221854205,3085,70917620.0,https://en.wikipedia.org/wiki/Antonio_Rold%C3%A1n_Betancur,https://en.wikipedia.org/w/index.php?title=Antonio_Rold%C3%A1n_Betancur&action=edit,https://en.wikipedia.org/wiki/Antonio_Rold%C3%A1n_Betancur,Start,,,
58021769,0,Augusto Ibáñez Guzmán,wikitext,en,en,ltr,2024-10-12T10:30:30Z,1184527110,6896,58021818.0,https://en.wikipedia.org/wiki/Augusto_Ib%C3%A1%C3%B1ez_Guzm%C3%A1n,https://en.wikipedia.org/w/index.php?title=Augusto_Ib%C3%A1%C3%B1ez_Guzm%C3%A1n&action=edit,https://en.wikipedia.org/wiki/Augusto_Ib%C3%A1%C3%B1ez_Guzm%C3%A1n,Start,,,
68347931,0,Bernardo Guerra Serna,wikitext,en,en,ltr,2024-10-09T12:34:46Z,1250271191,1164,68347936.0,https://en.wikipedia.org/wiki/Bernardo_Guerra_Serna,https://en.wikipedia.org/w/index.php?title=Bernardo_Guerra_Serna&action=edit,https://en.wikipedia.org/wiki/Bernardo_Guerra_Serna,Stub,,,
29404617,0,Carlos Eduardo Medellín Becerra,wikitext,en,en,ltr,2024-10-05T14:32:16Z,1245235975,11196,29416288.0,https://en.wikipedia.org/wiki/Carlos_Eduardo_Medell%C3%ADn_Becerra,https://en.wikipedia.org/w/index.php?title=Carlos_Eduardo_Medell%C3%ADn_Becerra&action=edit,https://en.wikipedia.org/wiki/Carlos_Eduardo_Medell%C3%ADn_Becerra,C,,,
